"","circ_id","urban"
"1",1,0.549095630645752
"2",2,0.0102250128984451
"3",3,0.00278882752172649
"4",4,0
"5",5,0
"6",6,0.0847069712785574
"7",7,0.176190118377025
"8",8,0
"9",9,0.0194126609712839
"10",10,0
"11",11,0.0222449973225594
"12",12,0.00568549986928701
"13",13,0.00281410454772413
"14",14,0.0212758200672957
"15",15,0.0211776040781003
"16",16,0.0183810591697693
"17",17,0.0172563321315325
"18",18,0.0851512104272842
"19",19,0.088868036866188
"20",20,0.0563920103013515
"21",21,0.0315625332295895
"22",22,0.245953981692974
"23",23,0.0853234965067643
"24",24,0.0954752392493761
"25",25,0.0563819855451584
"26",26,0.0507865361869335
"27",27,0.407456171054106
"28",28,0.450463184943566
"29",29,0.133193734746713
"30",30,0
"31",31,0.549578854670891
"32",32,0.440479047023333
"33",33,0.263275008935195
"34",34,0.368074871026553
"35",35,0.0118541073483916
"36",36,0.335220045768298
"37",37,0.223666210587208
"38",38,0.326748405511563
"39",39,0.0112763969227672
"40",40,0.180252707921542
"41",41,0.345122518447729
"42",42,0.50332760810852
"43",43,0.667212784290314
"44",44,0.997285783290863
"45",45,0.0409081056714058
"46",46,0.916356086730957
"47",47,0.091450093457332
"48",48,0.513834297657013
"49",49,0.0835743770003319
"50",50,0.924598519618695
"51",51,0.57572898039451
"52",52,0.0145487720146775
"53",53,0.109698325395584
"54",54,0.816647451657515
"55",55,0.404386962835605
"56",56,0.436016055253836
"57",57,0.573395362267127
"58",58,0.402158411649557
"59",59,0.171310618519783
"60",60,0.0271108690649271
"61",61,0.4987889115627
"62",62,0.0246129054576159
"63",63,0.223210702721889
"64",64,0.442375948795905
"65",65,0.0331845283508301
"66",66,0.0683015189491785
"67",67,0.0460765846073627
"68",68,0.0569875463843346
"69",69,0.0686651021242142
"70",70,0.056679682376293
"71",71,0.344124007683534
"72",72,0.190062244351094
"73",73,0.00852824933826923
"74",74,0.0286825988441706
"75",75,0.0184575182815584
"76",76,0.0461957451815789
"77",77,0.0056949071586132
"78",78,0.00570429628714919
"79",79,0.0173085667192936
"80",80,0.108115601998109
"81",81,0.0198717750608921
"82",82,0.00700259115546942
"83",83,0.0141783896833658
"84",84,0.00580180482938886
"85",85,0.0112192118540406
"86",86,0
"87",87,0.0171413745444555
"88",88,0.00631368532776833
"89",89,0.077709898352623
"90",90,0.0659221112728119
"91",91,0.0142607409507036
"92",92,0.0269519090652466
"93",93,0.0695479787313021
"94",94,0.042831279623967
"95",95,0.0827043211230865
"96",96,0.200802870667898
"97",97,0.023407077560058
"98",98,0.00765879778191447
"99",99,0.10398897012839
"100",100,0.0877513753680082
"101",101,0.136406898498535
"102",102,0.0238093152069128
"103",103,0.622737866181594
"104",104,0.00558085553348064
"105",105,0.11562117934227
"106",106,0.0112953884527087
"107",107,0.407834619283676
"108",108,0.0450802594423294
"109",109,0.0347197502851486
"110",110,0.0450294837355614
"111",111,0
"112",112,0.00575097557157278
"113",113,0
"114",114,0.347851345172295
"115",115,0
"116",116,0.0143308928236365
"117",117,0.079128354214705
"118",118,0
"119",119,0.349522560834885
"120",120,0.00775970425456762
"121",121,0.493617057800293
"122",122,0
"123",123,0.734539444629963
"124",124,0
"125",125,0.0248487200587988
"126",126,0.0217186566442251
"127",127,0
"128",128,0.0220911670476198
"129",129,0.284208144132908
"130",130,0.00572925060987473
"131",131,0
"132",132,0.684257686138153
"133",133,0.00575561914592981
"134",134,0
"135",135,0.0222487580031157
"136",136,0.575107336044312
"137",137,0
"138",138,0.0342257767915726
"139",139,0.0341694429516792
"140",140,0.00857050158083439
"141",141,0.00578799657523632
"142",142,0
"143",143,0.0341976247727871
"144",144,0.00574144255369902
"145",145,0.0626209154725075
"146",146,0.39125993847847
"147",147,0.880534515931056
"148",148,0.00718670524656773
"149",149,0.0116540063172579
"150",150,0.392543494701385
"151",151,0.0968231558799744
"152",152,0.381444096565247
"153",153,0
"154",154,0.624578416347504
"155",155,0.029318930581212
"156",156,0
"157",157,0.0086542833596468
"158",158,0.407476450388248
"159",159,0.00871189869940281
"160",160,0.0148023695040208
"161",161,0.0734811986868198
"162",162,0.0294569590343879
"163",163,0.0545142562343524
"164",164,0.0499043009028985
"165",165,0.341037493485671
"166",166,0.00877813249826431
"167",167,0
"168",168,0.00979070644825697
"169",169,0.0250319764018059
"170",170,0
"171",171,0
"172",172,0.00746133411303163
"173",173,0.123954243384875
"174",174,0.0897702993108676
"175",175,0.0869141083497268
"176",176,0.0792838140175893
"177",177,0.0614430271089077
"178",178,0.0365174065988797
"179",179,0.0121914418414235
"180",180,0
"181",181,0
"182",182,0.0318339352424328
"183",183,0.154786058343374
"184",184,0.0172403939068317
"185",185,0.0910966121233427
"186",186,0.175536482379987
"187",187,0.0142336487770081
"188",188,0.358996599912643
"189",189,0.110781495960859
"190",190,0.00883246771991253
"191",191,0.0926372437522962
"192",192,0.0467576310038567
"193",193,0.437094002962112
"194",194,0.0209163946027939
"195",195,0.0203693117946386
"196",196,0.107062205672264
"197",197,0.0830674842000008
"198",198,0.345137811624087
"199",199,0
"200",200,0.0125069636851549
"201",201,0.499117761850357
"202",202,0.0437482581115686
"203",203,0.00727965589612722
"204",204,0.834371328353882
"205",205,0.0028521481435746
"206",206,0.0180120632912104
"207",207,0.629900139111739
"208",208,0.0220616091615879
"209",209,0.008794030174613
"210",210,0.00850541889667511
"211",211,0.0387861244380474
"212",212,0.972580313682556
"213",213,0.691857397556305
"214",214,0.00573765253648162
"215",215,0.0292043071240187
"216",216,0.0291080214083195
"217",217,0.202001125766681
"218",218,0.0996133358432696
"219",219,0.637455821037292
"220",220,0.0787879618314596
"221",221,0.0444876551628113
"222",222,0.0946446135640144
"223",223,0.0288938414305449
"224",224,0.0782069013668941
"225",225,0.0270327660613335
"226",226,0.0445657409727573
"227",227,0.00366513710469007
"228",228,0.50640082359314
"229",229,0.0141751300543547
"230",230,0.768249585078313
"231",231,0.0286229083744379
"232",232,0.0207170527428389
"233",233,0.0738958567380905
"234",234,0.643180287801302
"235",235,0.0056949071586132
"236",236,0.0149218579754233
"237",237,0.0236252583563328
"238",238,0.0150050940708472
"239",239,0.0283872466534376
"240",240,0.114234897379692
"241",241,0.0257599465548992
"242",242,0.0335019826889038
"243",243,0.146703550448784
"244",244,0.0433608677524787
